ticker,tipo_provento,data_com,data_pagamento,valor
GGBR4,DIVIDENDO,1604620800000000000,1605657600000000000,0.12
GGBR4,DIVIDENDO,1582848000000000000,1583884800000000000,0.03
GGBR4,DIVIDENDO,1573430400000000000,1574640000000000000,0.04
GGBR4,DIVIDENDO,1565913600000000000,1566950400000000000,0.07
GGBR4,DIVIDENDO,1558051200000000000,1559088000000000000,0.07
GGBR4,DIVIDENDO,1551830400000000000,1552867200000000000,0.1
GGBR4,DIVIDENDO,1542758400000000000,1543795200000000000,0.13
GGBR4,JRS CAP PROPRIO,1534809600000000000,1535673600000000000,0.14
GGBR4,JRS CAP PROPRIO,1526860800000000000,1527811200000000000,0.08
GGBR4,DIVIDENDO,1520553600000000000,1521590400000000000,0.03
GGBR4,DIVIDENDO,1511222400000000000,1512086400000000000,0.03
GGBR4,DIVIDENDO,1503273600000000000,1504224000000000000,0.02
GGBR4,DIVIDENDO,1479686400000000000,1480550400000000000,0.02
GGBR4,DIVIDENDO,1471824000000000000,1472774400000000000,0.03
GGBR4,DIVIDENDO,1447027200000000000,1447891200000000000,0.04
GGBR4,JRS CAP PROPRIO,1440374400000000000,1441324800000000000,0.05
GGBR4,JRS CAP PROPRIO,1432166400000000000,1433203200000000000,0.06
GGBR4,DIVIDENDO,1426464000000000000,1427328000000000000,0.07
GGBR4,JRS CAP PROPRIO,1416182400000000000,1417046400000000000,0.05
GGBR4,DIVIDENDO,1407715200000000000,1408579200000000000,0.06
GGBR4,JRS CAP PROPRIO,1400630400000000000,1401408000000000000,0.07
GGPS3,DIVIDENDO,1680652800000000000,1681689600000000000,0.076487
GGPS3,DIVIDENDO,1680652800000000000,1681689600000000000,0.18256
GGPS3,DIVIDENDO,1680652800000000000,1681689600000000000,0.076768
GGPS3,DIVIDENDO,1637020800000000000,1639094400000000000,0.187268
GNDI3,DIVIDENDO,1644537600000000000,1648512000000000000,5.243641
GNDI3,DIVIDENDO,1620864000000000000,1627689600000000000,0.284188
GNDI3,DIVIDENDO,1620864000000000000,1626220800000000000,0.28433
GNDI3,DIVIDENDO,1585094400000000000,1598400000000000000,0.166727
GNDI3,DIVIDENDO,1553731200000000000,1554854400000000000,0.150134
GOAU3,DIVIDENDO,1709251200000000000,1710288000000000000,0.05
GOAU3,DIVIDENDO,1700179200000000000,1702512000000000000,0.93
GOAU3,DIVIDENDO,1692316800000000000,1693353600000000000,0.26
GOAU3,DIVIDENDO,1684108800000000000,1685404800000000000,0.05
GOAU3,JRS CAP PROPRIO,1684108800000000000,1685404800000000000,0.25
GOAU3,DIVIDENDO,1678752000000000000,1679616000000000000,0.1
GOAU3,DIVIDENDO,1668988800000000000,1671062400000000000,0.27
GOAU3,DIVIDENDO,1668988800000000000,1671062400000000000,0.23
GOAU3,DIVIDENDO,1660521600000000000,1661472000000000000,0.36
GOAU3,DIVIDENDO,1652659200000000000,1653523200000000000,0.09
GOAU3,JRS CAP PROPRIO,1652659200000000000,1653523200000000000,0.2
GOAU3,DIVIDENDO,1646611200000000000,1647475200000000000,0.1
GOAU3,JRS CAP PROPRIO,1636070400000000000,1637107200000000000,0.11
GOAU3,DIVIDENDO,1636070400000000000,1637107200000000000,1.44
GOAU3,JRS CAP PROPRIO,1632700800000000000,1637107200000000000,0.12
GOAU3,DIVIDENDO,1632700800000000000,1637107200000000000,0.08
GOAU3,DIVIDENDO,1629072000000000000,1630022400000000000,0.28
GOAU3,DIVIDENDO,1620950400000000000,1622073600000000000,0.21
