data_aprovacao,data_com,data_ult_preco_com,tipo_ativo,tipo_provento,ult_preco_com,valor,ticker,data_pagamento,isin,ticker_base
2021-04-27,2021-04-27,2021-04-27,UNT,DIVIDENDO,26.58,0.08689,ALUP11,,,ALUP
2021-04-27,2021-04-27,2021-04-27,UNT,DIVIDENDO,26.58,0.15311,ALUP11,2021-11-30,,ALUP
2021-04-27,2021-04-27,2021-04-27,UNT,DIVIDENDO,26.58,0.3,ALUP11,2021-08-30,,ALUP
2021-04-27,2021-04-27,2021-04-27,UNT,DIVIDENDO,26.58,0.3,ALUP11,2021-05-31,,ALUP
